Image_name,Paragraph,train,test,val
p_118,"a Bagmati river in Nepal, taken from the perspective of someone standing on the steps. The river is lined with steps on both sides, where people can sit, walk, or perform rituals on over a red-walled bridge is located. There are buildings on both sides of the river, some of which are temples or shrines. There are flags hanging above the river.",TRUE,FALSE,FALSE
p_119,"temple complex in Nepal, taken from a high vantage point. The temple complex has multiple buildings with traditional Nepali architecture, such as pagodas, stupas, and shikhara towers. The temple complex is surrounded by buildings and houses of the city, which are mostly white or beige in color. The sky is cloudy and the sun is setting in the background, creating a golden hue over the scene. The temple complex is crowded with people, who are either visiting the temples or participating in some religious activities.",TRUE,FALSE,FALSE
p_120,"A group of ancient temples in a forested area. The temples are made of stone and have intricate carvings on them. The sun is setting in the background, casting a warm glow over the scene. The temples have pointed roofs and are surrounded by trees.",TRUE,FALSE,FALSE
p_121,"The complex consists of several white temples with golden roofs and spires, as well as red buildings with white windows and doors. The temples and buildings are arranged in a rectangular pattern, with a large open space in the center. A sky is clear blue and has some clouds.",TRUE,FALSE,FALSE
p_122,"The temple complex has several structures that are white with gold accents, such as domes, spires, and statues. The structures are arranged in a symmetrical pattern.A steps located around tree for walking visitors.",TRUE,FALSE,FALSE
p_123,The temple consists of several small shrines with domed roofs and balconies. The temple is surrounded by a pond with steps leading down to the water. The pond is filled with debris and dirt. There are people walking on the steps and standing on the balconies.,TRUE,FALSE,FALSE
p_124,"The ceremony involves a group of people who are sitting on the ground and performing a ritual. They are wearing traditional clothing and have a table with offerings in front of them. The ritual is taking place at a temple, which is visible in the background. The temple is illuminated with lights and the sky is dark blue",TRUE,FALSE,FALSE
p_125,It Depicts a temple complex with a person walking in the foreground. The temple complex is composed of multiple buildings and structures that have a golden roof and a white archway. The person is wearing a red jacket and yellow pants and is walking towards the temple. The background is hazy and there are trees in the distance.,TRUE,FALSE,FALSE
p_126,The temple consists of several small shrines with domed roofs and balconies. The temple is surrounded by a pond with steps leading down to the water. The pond is filled with debris and dirt. There are people walking on the steps and standing on the balconies,TRUE,FALSE,FALSE
p_127,depicts a temple complex with a large golden dome. There are smaller domes on the side of the main structure. The temple is enclosed within a wall that has additional smaller structures on top. A red bus is parked on the side of the temple. The sky above the temple is clear and blue.,TRUE,FALSE,FALSE
p_128,A complex temple is surrounded by  building has a  shrine with red and white color. The temple complex is situated on the bank of a river that flows through the city. The river is flowing infront of temple.A red and white color dressed clothes is present at the bank of river.,TRUE,FALSE,FALSE
p_129,Image of a river with a temple and a cremation site on the banks. The river is polluted and there are people in the water. The temple is in the background and the cremation site is in the foreground. The cremation site is covered with a corrugated metal roof. The temple is a red brick building with a tiled roof. There is smoke coming from the cremation site.,TRUE,FALSE,FALSE
p_130,"The image shows a brick temple with a dome on top, surrounded by other temples and shrines. The sky is blue and there are trees in the background and people are walking on the step. Infront temple , a bagmati river is flowing.",TRUE,FALSE,FALSE
